电影名字,播放数量,弹幕数量,追剧数量,投币数量,点赞数量,标签,分数,打分人数,影片时长(分钟),长评数量,短评数量,简介,
千枪士,4000000,31000,213000,3811,20000,乙女游戏改,5.8,1646,已完结, 全13话,27,598,简介：古枪vs现代枪，绝望之战——全世界因核战争而荒废，在那之后的时代——。在世界帝府的绝对统治之下，人们全都受到管制，在被夺走了自由的世界中生存。但，在一切武力均被禁止之时，还存在着为了打破世界帝的独裁而暗中持续抗战的反抗运动。他们手持作为美术品留下的“古枪”，发起挑战。以及，如同呼应其灵魂般现身的古枪化身“贵铳士”。高贵华丽地战斗的他们所拥有的“绝对高贵”，给世界带来一线希望——！获得生命，生机勃勃地闪耀光辉的年轻贵铳士们的日常。欢笑、哭泣、喜悦、迷茫、时而受伤，即使如此也一心追求自身的“绝对高贵”而战...,
梦王国与沉睡的100王子,3246000,46000,322000,5133,19000,乙女游戏改,7.9,877,已完结, 全12话,20,335,简介：在下班回家途中的主人公，突然来到了另一个世界……这里是以“梦”作为力量的“梦世界”。梦世界现在正遭受到“食梦兽”的威胁，它吞噬着人们的梦、主人公一边抱有疑问，一边唤醒沉睡中的王子们……与他们一起在这个世界，夺回梦境……,
天狼 Sirius the Jaeger,15527000,309000,1198000,78000,83000,战斗原创架空冒险,8.7,14050,已完结, 全12话,157,5204,简介：昭和初期，帝都·东京府。怀抱乐器盒的奇妙团体，降临在东京车站。他们，是为了狩猎吸血鬼们而来的“猎人”——其中有一位格外沉静，散发出非同寻常气氛的青年。身为狼人和人类的混血儿，被吸血鬼摧毁了故乡的那个男人，名为尤里。围绕着名为“天狼之匣”的圣柜，与吸血鬼展开死战的尤里等人。他们在战斗的最后得知的真相会是……？悠远的恩怨和策谋的螺旋相交错。至极的悬疑动作剧，于此开幕！,
给我一个家,59000,623,2740,1894,842,动物萌宠,暂无评分,评分人数不足,已完结, 全13集,0,3,简介：流浪狗、流浪猫，每一个收容所都在竭尽全力为它们谋福利。看他们如何处理过度拥挤的情况；看他们用爱和耐心慢慢驯化怕人的野狗；看他们帮助瘦骨嶙峋的小狗慢慢恢复体重…… 这里的员工不怕脏乱，愿意爬到危房下拯救小野狗；他们身上都是抓痕，但面对需要救助的小猫小狗，丝毫不会犹豫。让我们走进“宠物救助中心”，看看这里的员工日常的工作。,
少女☆歌剧 Revue Starlight,20814000,315000,832000,154000,135000,音乐奇幻战斗偶像,9.8,33215,已完结, 全12话,433,13419,简介：“舞台少女”——以未来的舞台女演员为目标，光芒四溢的少女们。某天，她们收到了一封邮件。“请去取得吧你所希望的那颗星”为了摘取闪耀的星星，而聚集于选拔会场的9名舞台少女。追求光芒的心意、执着、命运——在舞台上交错。现在，正是拉开Revue的序幕之时。,
Angels of Death,120000000,3383000,5195000,731000,608000,恋爱游戏改冒险,9.5,64041,已完结, 全16话,368,20588,简介：在一栋大楼最底层甦醒的13岁少女，瑞吉儿·加德纳(レイチェル・ガードナー)，她没有任何记忆，不知道自己为何在这里，而为了回到地面，她开始试着逃出去，但是突然在她面前出现了脸上缠满绷带的奇怪男子。两人之间的奇妙羁绊，随着那“荒诞的约定”而逐渐加深。这里究竟是什么地方？两人为何被禁锢于此？等待着两人的命运又是如何？为了从密闭大楼逃出的抱死觉悟之行揭开了序幕。两人最终是否能够坚守约定，并且安全地逃出这栋大楼呢？,
深夜！天才傻鹏,483000,7697,40000,2385,4943,,9.1,454,已完结, 全12话,8,202,简介：“这样就好了！”除了熟悉的傻鹏爸爸和他的家人，包括本官、雷雷雷大叔、鳗鱼狗等，超有个性的每个人，把舞台变成现代，做任何想做的事！赤冢不二夫去世10周年的2018年，在“深夜”展开的“傻鹏”的新境地，终于拉开了帷幕！,
异界少女召唤术,35590000,536000,1773000,95000,88000,小说改奇幻战斗魔法,6.9,18087,已完结, 全12话,210,5508,简介：坂本拓真，MMORPG《十字幻想曲》中被其他玩家称为“魔王”，拥有压倒性的强悍力量。有一天，他竟然以游戏中的身份被召唤至异世界，遇到了两个各自都坚称自己才是“召唤主”的少女。两名少女对拓真施展了驯服召唤兽的奴隶法术，却因此启动了拓真的特殊能力“魔术反射”，从而变成奴隶的人反而是这两名少女！魔王（演技派）以绝对强大的力量勇闯异世界的冒险物语，开幕！,
百炼霸王与圣约女武神,36444000,418000,1167000,59000,65000,小说改奇幻战斗架空,6.2,11699,已完结, 全12话,107,3795,简介：来自现代的少年周防勇斗，他误闯到战乱中的黎明世界「攸格多拉西尔」。这是一个弱肉强食的世界，许多氏族彼此争夺霸权，勇斗则以现代知识为武器，仅仅十六岁便登上统领千军万马的宗主之位。一位普通的少年在异世界里称王称霸，同时还有与其缔结誓杯契约、宣誓忠诚不二之心的美丽女武神们围在身边——,
邪神与厨二病少女,50110000,541000,2259000,175000,219000,搞笑日常神魔,9.5,21350,已完结, 全13话,102,5870,简介：一位少女与恶魔“邪神酱”展开的略危险的同居生活喜剧！魔界的恶魔，通称“邪神酱”某天突然被召唤到了人间界。召唤她的人是住在神保町破旧公寓的略有些腹黑的女大学生“花园百合铃”。虽然召唤了邪神酱，却不知道让她？回到魔界的方法。邪神酱和百合铃迫不得已开始一起生活，但根据邪神酱所说，“如果召唤者死掉我就能回到魔界了”。于是邪神酱所采取的行动是……！？,
音乐少女,3354000,34000,182000,7542,23000,搞笑音乐偶像日常,7.9,821,已完结, 全12话,11,305,简介：所属于“PINE RECORDS”（通称：PIRECO）的千岁春、熊谷绘里、龙王更纱、迎桐、迎羽织、箕作沙沙芽、西尾未来、雪野日阳、具志坚修普、金时琴子、诸冈露露11人，是名为“音乐少女”的偶像组合的成员。但“音乐少女”却是完全火不起来的C级偶像。虽然“音乐少女”不鸣不飞赤字累累，但制作人池桥和成员们却仍然在拼命努力着。池桥认为“音乐少女”需要新的成员。像是抓住成功的引爆剂那样的偶像！于是，他为了选拔而日夜操劳。在那样的一天，“音乐少女”与主人公·花子相遇了……,
我家大师兄脑子有坑 特别篇,54638000,129000,3804000,93000,219000,搞笑泡面漫画改,8.4,3200,已完结, 全52话,6,954,简介：在第一季和第二季的剧情中，东方纤云和其他的小伙伴们还有很多不为人知的生活，这些生活，都是一幕幕血泪史，真是让闻者伤心，见者落泪啊。,
分分钟做好美味中餐,61000,324,3667,557,561,美食社会,暂无评分,评分人数不足,已完结, 全13集,0,1,简介：《分分钟做好美味中餐》是以民间中华美食大使黄瀞忆的同名烹饪书为基础制作的系列剧，我们将看到黄瀞忆教授两位新手如何烹饪中餐，在每一集中她都准备了两道正宗的经典中国菜，由两位从未尝试过烹饪中国菜的参与者在一旁观看。随后两位参与者将挑战自己，每人分别试着做一道之前学过的中国菜，与此同时，我们的主厨会烹饪第三道美食作为补充。,
永恒之美：古董车的梦幻世界,15000,46,1036,33,95,人文科技社会,暂无评分,评分人数不足,已完结，共1集,0,1,简介：古董车有着传奇而永恒的美，越来越成为收藏家和投资者青睐的事物。本纪录片跟踪了一辆梅赛德斯SSK的完整的复原过程，从送到复原大师手中开始，拆解、标记，一个环节一个环节地完美复原到几十年前出厂时的原样。复原过程中力求和原版一模一样，尽量不改动一个部件，甚至一颗螺丝。复原大师克里斯琴·内尔和他的团队为了实现完美的目标，殚精竭力，从车身到地盘，从发动机到座椅，绝不遗漏任何一个哪怕最细微的细节。经过了18个月的的艰苦工作，终于迎来了最后的成果。和原型一样吗？客户会满意吗？让我们拭目以待！,
天谕 第二季：苍古之绊,4052000,22000,365000,8783,17000,奇幻战斗神魔游戏改,9.0,698,已完结, 全13话,6,322,简介：五帝之一青帝封印青麟木，但封印不稳，每隔一段时间就会产生裂隙，狐族为了报答青帝恩德，自愿留下守护青麟木。黑帝封印解除后，瞳洸成长为一个娇俏的少女，她担负起姐姐的职责成为玄水教祭司，以前那个只会依赖别人的小女孩渐渐成长，变得坚强独立起来。而在玄水祭坛上，玄极从黑衣人身上发现了一股熟悉的气息，那气息和自己有着千丝万缕的联系，似乎是一位故人……黑衣人究竟会是谁？,
银河英雄传说：全新命题,5063000,158000,537000,14000,24000,小说改科幻架空智斗,9.7,3569,已完结, 全12话,18,796,简介：数千年后的未来，进入宇宙空间的人类，被分为银河帝国与自由行星同盟这两个拥有“专制政治”与“民主主义”两种不同政治体制的国家。两国之间的抗争持续了150年，以无边无际的广袤银河为舞台，重复着无止境的战斗。银河帝国的门阀贵族社会的腐败，以及在自由行星同盟中被称为“民主主义的弊端”的群愚政治正侵蚀着两个国家。之后，宇宙历8世纪末，两位天才的登场驱动了历史。“常胜的天才”莱因哈特·冯·罗严克拉姆，以及人称“不败的魔术师”的杨威利。两人率领着帝国军与同盟军，展开了不知道是第几次的冲突。,
名侦探柯南 唐红的恋歌,7984000,85000,5998000,22000,51000,漫画改推理智斗,9.0,3436,已完结, 全1话,7,629,简介：大阪的地标日卖电视台突发爆炸事件！那时，里面正在录制“皋月杯”百人一首和歌赛记者会，而突发事件让全场陷入恐慌！轰然倒塌的大楼里，唯有西部名侦探服部平次和他的青梅竹马远山和叶被困其中，但在千钧一发之际，柯南将两人救出。在这如同恐怖行动的事件中，众人既不知道犯人所图为何，犯人也没有主动发表声明，这让柯南与平次非常不解。混乱之中，柯南一行人遇见了自称是“平次未婚妻”的女性。她的名字是大冈红叶。她说自己是【在小时候就向平次求过婚的命中注定之人】。而且，她还是赢得百人一首和歌赛的高中生组冠军，被称作“未来的女...,
Top Gear 第13季,1753000,18000,995000,3131,4650,科技运动社会,9.8,268,已完结, 全7集,0,52,简介：Top Gear，是由BBC出品的一档汽车娱乐节目，自2002年改版推出，至今已经25季。脑回路清奇的创意、疯狂在燃烧的经费、堪比好莱坞的制作，它被称为全世界最好的汽车秀。本次，Top Gear第25季将于2月26起，在bilibili全网独播，每周一10:00更新一集，前24季也将陆续上线。不解释了，赶紧上车吧。,
百鬼幼儿园,29281000,163000,1101000,47000,58000,萌系搞笑漫画改,9.5,4454,已完结, 全10话,6,1844,简介：根据阴阳师同人漫画改编的同人动画《百鬼幼儿园》来了!百鬼幼儿园开学啦！幼年的崽崽们换上了新校服，背起书包哼着歌上学去。看，小酒吞，小茨木，小鹿男，小辉夜姬，小花鸟卷……大家都来了。这群孩子能好好相处吗？萤草老师恐怕又要伤透脑筋了吧？充满未知的幼儿园生活开始了，一起期待吧!（本动画人物关系及剧情设定纯属同人创作，不代表《阴阳师》官方观点哟 (oﾟvﾟ)ノ ）,
我是江小白 第二季,7094000,137000,774000,37000,20000,恋爱音乐日常励志,8.5,2899,已完结, 全12话,70,1276,简介：一个是外表开朗内心敏感的作家，一个是外表稳重内心狂热的杂志社编辑，再度重逢的两人终于从过去的那场阴霾中走出来，有情人终成眷属。但生活并没有就此平静，从青春走向成熟，从校园走入职场，生活与感情中仍然会不断遇到一些新的问题，不善沟通的两人在面对与处理这些问题的过程中渐渐成长，真正走进彼此内心。,
大话之少年游,12337000,40000,340000,25000,54000,热血战斗游戏改古风,8.0,2231,已完结, 全16话,21,1118,简介：盛唐长安城，书生逍遥生、游侠剑侠客相遇并联手击败了为祸一方的食婴鬼，却卷入了深不可测的层层谜团。种种力量推动着他们前往灵兽村，并在路上结识了魔族少女狐美人和骨精灵。抠门的神仙、一路追杀的虎头怪、逆天魔，甚至同行的神秘鬼王......去往灵兽村的路布满了种种未知...,
红牛皂飞车大赛 第三季,139000,4477,6797,873,1706,探险社会运动,暂无评分,评分人数不足,已完结, 全7集,0,19,简介：红牛皂飞车大赛自2000年首次在比利时布鲁塞尔举办以来，每年都会在世界各地不同的城市举办，每场大赛都吸引着来自各地的几十支队伍参赛，他们带着自制的形态各异的皂飞车在赛道上奔驰，而参赛者也享受着比赛本身带来的乐趣，这场比赛还吸引着成千上万的粉丝前来观看，比赛过程中惊险不断，笑声连连。让我们一起走进本系列纪录片，观看这些形态各异的皂飞车如何在赛道上奔驰。,
涟漪效应 第一季,82000,68,7625,394,594,人文社会科技运动,暂无评分,评分人数不足,已完结, 全6集,0,3,简介：就像石头掉进池塘泛起涟漪，有些个体的影响深远的在海洋和时间中泛起涟漪，这就是涟漪效应。在这季的涟漪效应里，我们近距离接触了创始人们，他们是塑造了极限运动和青年文化的先驱。GoPro的创始人尼克·伍德曼；范斯的创始人范·多伦家族；潜水服的发明者杰克·奥尼尔；冲浪线的创始人肖恩·柯林斯；极速骑板的美国联合创始人鲍伯·麦克奈特；赫尔利品牌创始人鲍伯·赫尔利。这些创始人是谁？他们是如何嗅出风向，找到备受瞩目的永恒问题的答案的，接下来，又会发生什么？,
未来食物,109000,1462,5347,740,301,美食科技,暂无评分,评分人数不足,已完结, 全8集,0,13,简介：霍马罗·坎图和本·罗什，他们是世界知名的芝加哥魔托餐厅的主厨。但他们可不是典型的烹饪大师，他们的厨房团队用尖端科学，把创新菜单提升到了新的高度。他们在最奇特的原料中找寻他们的灵感……树叶、土豆皮都是他们的食材。要想时刻领先，他们必须不断想出新的主意，来惊讶他们的客户。但是如果他们的尝试失败了，那他们的餐厅就彻底完蛋了……,
超女娃娃,23000,349,661,7461,35000,少儿,暂无评分,评分人数不足,已完结, 全160话,0,3,简介：超女娃娃是一个人形的卡通形象。是“超女”卡通形象代言人.她是一个可爱、青春、时尚的平民公主，嗓音甜美可爱，同时她的身上还具备有勇敢自信，坚强乐观，努力奋斗的性格特点，能够集中体现当代女孩的成长梦想。,
甜甜私房猫 第四季,3521000,6229,202000,2581,18000,治愈少儿,9.4,201,已完结, 全25话,2,84,简介：描述一只黑灰斑纹的小猫跟丢母亲又找不到回家的路，在筋疲力尽之际巧遇一个跌倒的小男孩山田洋平和他的妈妈，小猫从此由男孩一家暂时照顾。因男孩家住在禁止饲养宠物的公寓，一家人还得费尽心机不让邻居发现小猫的存在，只是偏偏一直找不到新的饲主又和小猫日久生情。在经历某些事情之后，小猫也成为了家庭中的一员，最终一家人搬到允许饲养宠物的新公寓展开全新的生活。,
撞击科学,70000,527,2410,119,250,科技探险,暂无评分,评分人数不足,已完结, 全3集,0,4,简介：人们对速度的渴望使得交通工具一次次突破自己的速度极限。可是，高速同时也带来了巨大的危险。为了提高它们的安全性，一项科学应运而生——撞击的科学。本系列纪录片分别介绍了汽车、飞机和火车三大工业中的撞击科学是如何发展并应用的。汽车篇分析了各种车祸背后的原因以及汽车安全的发展过程，同时也彰显了一代科学家的创新精神和敢于接受挑战的勇气。飞机篇讲述了航空事故科学家的开拓性工作，他们专注于提高飞机引擎和燃料系统的安全性，以及如何更好地应对撞击。,
走进克拉里奇酒店,96000,1041,4928,231,540,旅行社会人文,暂无评分,评分人数不足,已完结, 全3集,0,4,简介：克拉里奇酒店位于伦敦梅菲尔区的中心，是一家受皇室名流青睐的五星级豪华酒店，该酒店的行事风格独树一帜，一些客人会愿意花一辆小轿车的价钱在这里住上一晚，享受其持久的魅力，在其漫长的历史中克拉里奇酒店还是第一次允许入内摄像，本纪录片花了一年时间在楼上楼下拍摄，跟拍工作人员为客人们提供奢华的服务。,
世界美食,417000,775,18000,234,597,美食人文,暂无评分,评分人数不足,已完结, 全4集,0,2,简介：每个国家都有自己独特的烹饪方式，每种烹饪方式都有自己独特的菜肴，但是能够征服全球味蕾的菜肴屈指可数。本片每一集都聚焦于某一特定地区的名菜：美国汉堡包、意大利比萨、日本寿司、中东的法拉菲尔——这些菜肴是美食全球化的最好佐证。,
霹雳惊涛（闽南语）,522000,54000,60000,3375,4017,热血战斗神魔布袋戏,暂无评分,评分人数不足,已完结, 全42话,无,无,简介：末日终章，最终圣战，为消灭厄祸之初，一页书完全激发血闇之能，成就近神之威，八歧邪神，百世经纶，无间地狱上的对决，空前霹雳。八歧邪神释放邪气，遍及神州武林，邪染无数苍生，而剑子仙迹、奉天逍遥、青阳子、云徽子等正道栋梁，此时皆受重创，天下之劫，谁能解除？正当邪染之祸如火如荼之际，武林传言，北海雄主握有解除邪染之秘法，一时武林目光所聚，风云尽系寰宇斗奇。乱世天下，武道代有人出，剑凤倚晴天、疏影浮生奇梦人两大奇人，又会如何引领风骚？,
灰与幻想的格林姆迦尔 OVA,2763000,14000,1791000,27000,22000,奇幻战斗架空穿越,9.8,4394,已完结, 全1话,1,1333,简介：TV未播放的2.5话。我们为什么要这么做……？哈尔希洛回过神来，才发现自己身处在黑暗当中，他完全不知道自己人在何处，也不明白这个地方是哪里。他的身边有一群和他一样失去记忆，只记得自己名字的男女；而离开了地底后，等待着众人的是一个「宛如游戏」的世界。为求生存，哈尔希洛与自己有着相同境遇的伙伴们组成队伍、学习技能，以义勇兵见习者的身份踏入了这个世界--「格林姆迦尔」。没有人知道未来会遇见什么……这一切，就是从灰烬之中所诞生的冒险谭。,
宝宝的奇妙旅程,370000,1059,15000,552,2284,科技,暂无评分,评分人数不足,已完结，共1集,0,3,简介：出生后的第一年里，婴儿所经历的奇妙旅程到底是什么样的呢？在这里，这个故事将由一个婴儿和你讲述，他将和你分享他的快乐和惊喜。通过严谨的科学调查，我们会探索婴儿身上所发生的一切。我们将运用先进的摄影技术，从身体内部见证婴儿的成长，还将通过3D技术，揭秘每个孩子的身体都会经历的迷人剧变。,
鸡块的秘密,208000,1479,18000,329,1103,美食科技,暂无评分,评分人数不足,已完结，共1集,2,20,简介：老少咸宜的美味鸡块总能让人食指大动，但你知道它是如何做出来的吗？这个食谱可是鸡块生产界的秘密，所有人守口如瓶，不肯透露分毫信息。都在经历无数拒绝、历尽千辛万苦后，这部纪录片终于揭开了鸡块制作的秘密，甚至挖掘了一些不为人知的秘密。比如不同价位的鸡块成分竟然也不同，水也变成了牟利的工具。而鸡肉产量世界第三的巴西，竟然还在使用欧洲早已禁止的促生长抗生素。虽然鸡肉成本因此降低了，但对人类健康的威胁却在日渐增长，看看重症监护室里苦苦煎熬的病人就知道了。接下来，让我们让跟随镜头，一起走进一个真实的鸡肉世界。,
科学并不难,28000,155,2307,134,178,科技人文社会,暂无评分,评分人数不足,已完结, 全6集,0,1,简介：在过去的三十年里，新技术、新时尚和社会新体制催生了一系列新的陈词滥调。在现如今的世界，随着社会的发展以及科技的进步，一切都变得可能起来。在本期的节目中，瑞秋·赖利、罗梅什·兰加纳坦和本·米勒来带领您看到人与飞机进行”百米赛跑”、 领会人体是如何可以耐受450度的高温而不被燃烧、用大脑就可以控制前进的汽车、见识史上最快的超音速汽车、探寻宇航员的丰富生活、了解能用做兴奋剂的糖片、体验高空骑单车、挑战自己的味蕾、让古斯塔夫带领你走进魔术的世界……,
Top Gear 第16季,2518000,26000,995000,4725,7821,科技运动社会,9.8,270,已完结, 全7集,1,58,简介：Top Gear，是由BBC出品的一档汽车娱乐节目，自2002年改版推出，至今已经25季。脑回路清奇的创意、疯狂在燃烧的经费、堪比好莱坞的制作，它被称为全世界最好的汽车秀。本次，Top Gear第25季将于2月26起，在bilibili全网独播，每周一10:00更新一集，前24季也将陆续上线。不解释了，赶紧上车吧。,
美是什么,505000,559,36000,931,3008,人文,暂无评分,评分人数不足,已完结，共1集,0,10,简介：在这个视觉震撼的节目中，着名的艺术评论家马修·科林斯带我们对艺术美的主题进行了深思熟虑的非凡探索。科林斯探索永恒的原则，解释了我们从皮耶罗·德拉·弗朗西斯卡，米开朗基罗，马格利特，高更和美国艺术家罗伯特·劳森伯格等人的作品中的美丽艺术所带来的愉悦。,
欺凌事件,160000,402,7478,281,1712,罪案社会,暂无评分,评分人数不足,已完结, 全3集,0,4,简介：在世界范围内，欺凌事件的发生频率正在持续上升。学校、公司和网络世界是欺凌事件的高发地带，而且，事件的破坏性较之从前有过之而无不及。然而，无论是何种形式的欺凌、打架、讥讽，施暴者一定是处于某种理由才会这么做。所以，弄清楚欺凌事件出现的原因非常重要，必须在情况恶化前及时采取行动，将欺凌行为扼杀在萌芽阶段，而不是做无动于衷的旁观者或者漠然的路人。只要每个人都团结起来，欺凌终将销声匿迹。,
银行：关于生活与债务,166000,1542,20000,401,1529,人文社会,暂无评分,评分人数不足,已完结, 全3集,0,2,简介：提起银行，我们是又爱又恨，2008年的金融风暴让人们对银行的信任降至冰点，银行几乎成为过街老鼠，人人喊打。但现如今，一切与钱有关的东西永远都绕不过银行。银行究竟是什么？只是存钱的地方吗？还是为了帮助人们理财？还是为了在金钱方面给人们出谋划策？关于这些问题的答案，我们都能在纪录片中找到。钱既能成就一个人，也能毁掉一个人，这主要取决于人们的心态。有人一辈子从不欠债，也有人一辈子都深陷债务，轻车熟路地游走于一张张欠条间，至于孰好孰坏，这要各位看官自己去评判了。让我们从一个小银行出发，细窥有关金钱的大世界。,
剖析死亡之谜 第一季,1404000,4109,22000,724,3169,社会罪案神秘,2.8,114,已完结, 全3集,0,47,简介：剖析死亡之谜是一个系列调查纪录片，列举世界名人死亡之谜。第一季中，解读了电影明星安娜·妮可·史密斯、流行天王迈克尔·杰克逊、美国之嗓惠特尼·休斯顿的离奇死因。安娜·妮可·史密斯在39岁的佛罗里达州旅馆房间里去世。尸检揭示出她肿胀的肝脏、受损的肺部和注射过多的臀部，她的死亡是因为成瘾药物吗…迈克尔·杰克逊在50岁突然死亡，解剖表明他被病痛折磨，更夸张的是他失控的药物成瘾。而最终致使他失去生命的，竟然是严重失眠…休斯顿之死引起了很大的轰动并且揭穿了一些惊人的事实......,
剖析死亡之谜 第二季,99000,370,22000,143,644,人文神秘,暂无评分,评分人数不足,已完结, 全3集,0,0,简介：剖析死亡之谜是一个系列调查纪录片，列举世界名人死亡之谜。第二季中，解读了著名歌手卡伦·卡彭特、新浪潮乐队主唱迈克尔·哈钦斯、好莱坞演员布莱特妮·墨菲的离奇死因。众所周知，卡伦·卡彭特有厌食症病史。通过深入了解她的过去后，一个鲜为人知的秘密浮出水面——卡伦曾滥用药物成瘾。迈克尔·哈钦斯在没有征兆的情况下上吊自尽，谢博德医生将会根据法医报告，以及死亡现场留下的一切线索，并最终向大家揭示出迈克尔·哈钦斯真正死因。布莱特妮·墨菲死于2009年12月，死前患有肺炎、败血症和药物上瘾，回溯她死前一年的时间，,
剖析死亡之谜 第三季,81000,582,22000,62,201,人文神秘,暂无评分,评分人数不足,已完结, 全3集,0,2,简介：剖析死亡之谜是一个系列调查纪录片，列举世界名人死亡之谜。第三季中，解读了著名的辛普森谋杀案、明星约翰尼·德普、猫王埃维斯·普莱斯利的离奇死因。1994年6月12日，辛普森的前妻以及朋友罗恩·戈德曼的尸体被发现，证据指向辛普森，但是审判中发现凶手另有其人？23岁的瑞凡·菲尼克斯在夜店突然抽搐，抢救无效死亡，解剖显示他怪病缠身，处方药和毒品不断。但是，在夜店“毒蛇屋”的最后一小时，才是揭开他死亡之谜的关键。猫王死亡离奇，他死于自己的家中，按时间线梳理，找他最亲近的人会谈，猫王到底为何死去？,
剖析死亡之谜 第五季,79000,364,22000,229,317,人文神秘,暂无评分,评分人数不足,已完结, 全4集,0,0,简介：剖析死亡之谜是一个系列调查纪录片，列举世界名人死亡之谜。第五季中，解读了演员希斯·莱杰、好莱坞明星菲利普·塞莫尔·霍夫曼、歌手艾米·怀恩豪斯、喜剧女王琼·里弗斯的离奇死因。希斯·莱杰和菲利普·塞莫尔·霍夫曼年纪轻轻被发现死在房间内，媒体都推测他门死于吸毒过量。艾米·怀恩豪斯一直在与酒瘾、毒瘾斗争。而在她死前，她正胜利在望——她已戒掉了毒瘾，正在努力告别酒精。那么，是什么让她突然酗酒而死。琼·里弗斯在一次普通的常规内镜检查中酿成了悲剧，让她意外身亡，是违规手术，导致医疗过失吗。,
城市探险者,879000,7802,8632,3388,593,探险运动,暂无评分,评分人数不足,已完结, 全8集,0,29,简介：近些年来，城市探险从一个小型无名的地下活动，转变成了一个社交媒体现象。随着每个视频在网络火爆起来，全球的渗入者群体变得越来越多，并越来越大胆。现在由于担心可能的后果，当局决定回击。把一度被忽视的猫和老鼠的游戏，变成了个城市探险者与保安部队的高风险战斗。城市探险者常说：探索世界是你能做的最重要的事，我这么做的全部意义在于，去到人们不能去的地方；人们所犯下的最大的错误是，他们不想青史留名，人们说他们怕死，实际上他们害怕真正地活着。,
星球奥秘 第一季,91000,295,27000,171,350,自然历史探险,暂无评分,评分人数不足,已完结, 全3集,0,5,简介：《星球奥秘 Planet Science》带大家领略大自然的鬼斧神工，随镜头一起挖掘星球最深的奥秘。在第一季中，我们将探讨遗传瓶颈是什么？遍布世界的几万人类为何骤减至几千。七万五千年前托巴超级喷发带来了什么？严酷的“火山冬季”改变了多少物种的命运。一万三千年前人类到达美洲，真的是以我们耳熟能详的方式吗？现代的开放多元，或许正是勇敢无畏的先祖们，留与后世的精神财富。冰川正在消融，海平面正在上升，面对新的世界，你是否已做好准备？,
星球奥秘 第二季,86000,401,27000,185,213,宇宙科技,暂无评分,评分人数不足,已完结, 全7集,0,3,简介：《星球奥秘 Planet Science》带大家领略大自然的鬼斧神工，随镜头一起挖掘星球最深的奥秘。在第二季中，地球是人类唯一的家园，数亿年的发展才有了今天的人类，可地球危在旦夕，冰山正在融化，以及下一次全球物种灭绝也即将上演，人类也许会移居地球之外，在宇宙他处安家，是否有我们能生存的其他行星呢？人类发射了许多宇宙探测器，它们能找到些什么？坦克是人类历史上的致命战争武器之一，它曾改变着战争的进程，那坦克的胜利有哪些？,
大规模杀伤武器,42000,232,3083,93,290,科技社会,暂无评分,评分人数不足,已完结，共1集,0,3,简介：现如今各种各样的网络以及互联网已经成为我们日常生活非常依赖且必不可少的工具，它为我们带来巨大的便利，却也隐藏着巨大的危险。早在上世纪八十年代，网络战争就在两个国家之间悄悄进行着，在西伯利亚荒野上爆炸的天然气管道就是这场秘密战争的最好证明。恶意软件和程序的出现和使用改变了传统的战争形势，从可视的炸弹、导弹的传统武器向无形快速且无迹可寻的新型武器转变。网络武器和网络战争是什么？它们是如何操作和运行的？新型的战争武器对我们的生活又有何影响... ....,
迪拜二十四小时,121000,168,3406,106,607,旅行社会,暂无评分,评分人数不足,已完结，共1集,0,1,简介：或许引擎声轰鸣的赛车场已经无法再让持续分泌肾上腺素，或许赛车的兴奋和刺激只能维持那么几十分钟。但在迪拜赛车场，激烈的赛车赛将进行二十四小时不中断，你能想象到几十上百量赛车，法拉利、保时捷、奔驰这些顶级赛车全速奔跑二十四小时吗？在迪拜二十四小时，一切皆有可能，二十四小时的全速奔跑中什么都可能会发生，不管是专业车队还是业余车队，只有做好万全准备才能加入这场斗争。他们来这不是为了参与，他们来这，只为了赢。,
苦涩的种子,30000,530,73000,103,224,人文科技社会,暂无评分,评分人数不足,已完结，共1集,0,2,简介：印度马哈拉施特拉邦的绝大部分农民在种子公司的诱劝之下，换用了孟山都公司的转基因棉花种子，却发现种植起来不但费用昂贵，而且产量也没有种子公司承诺的那么高。昂贵的种子价格、化肥、农药、各种添加剂，加上没日没夜的劳作，最后换来的却是入不敷出。村子里大量农民因为无法偿还债务而自杀身亡。片中邀请了当地种子公司的销售人员、孟山都印度公司的管理人员、九种基金会的科学家激辩了目前农村中出现的因为换用转基因种子后出现的各种非正常现象，追寻问题的根源，聚焦印度农民的觉醒与反抗，也侧面反映出广大印度人民的生活。,
俯瞰美国,578000,3400,56000,1182,3993,人文自然,暂无评分,评分人数不足,已完结, 全4集,0,16,简介：让我们展开一段扣人心弦的穿越美国的空中之旅。这一史诗般的系列片将引领我们从令人惊叹的高空一览美国最宝贵的地标。从繁忙的城市景观到恬静的乡村风光，我们捕捉美国这个惊人的国度中丰富多样的历史盛况，正如同生存于这个国家中的多样的种族。,
